index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
10,"['黑', '/zh/entry?entryID=c_39ffbbefad8f', '[hēi]', '검다. 까맣다.', '2급']","['红', '/zh/entry?entryID=c_39ffb7e2aa7b', '[hóng]', '붉다. 빨갛다.', '2급']","['火车站', '/zh/entry?entryID=c_38f4b6e2ae72', '[huǒchēzhàn]', '기차역.', '2급']","['件', '/zh/entry?entryID=c_38f3bae5a56f', '[jiàn]', '(～儿) (총체 중에서 하나하나 셀 수 있는) 일·사건·개체 등의 수량 단위.', '2급']","['教室', '/zh/entry?entryID=c_38f0bbe4a56c', '[jiàoshì]', '교실.', '2급']","['机场', '/zh/entry?entryID=c_38f5bce7a474', '[jīchǎng]', '공항. 비행장', '2급']","['鸡蛋', '/zh/entry?entryID=c_38f5bde5af7e', '[jīdàn]', '계란. 달걀.', '2급']","['姐姐', '/zh/entry?entryID=c_38f1bee6ae7b', '[jiějie]', '누나. 언니.', '2급']","['介绍', '/zh/entry?entryID=c_38f1bfe6ad7b', '[jièshào]', '소개하다.', '2급']","['进', '/zh/entry?entryID=c_38f1bbeeae80', '[jìn]', '(밖에서 안으로) 들다.', '2급']","['近', '/zh/entry?entryID=c_38f1b8e1aa6c', '[jìn]', '(공간적·시간적 거리가) 가깝다. 짧다.', '2급']","['就', '/zh/entry?entryID=c_38feb9e0a877', '[jiù]', '곧. 즉시. 바로. 당장. [장차 아주 짧은 시간 내에 이루어짐을 나타냄]', '2급']","['觉得', '/zh/entry?entryID=c_38ffbae3ae82', '[juéde]', '…라고 여기다〔생각하다〕.', '2급']","['咖啡', '/zh/entry?entryID=c_38ffb9eeaf8d', '[kāfēi]', '커피(coffee)나무.', '2급']","['开始', '/zh/entry?entryID=c_3ff6bee5a880', '[kāishǐ]', '시작되다. 개시하다.', '2급']","['考试', '/zh/entry?entryID=c_3ff6baefab89', '[kǎoshì]', '시험을 치다. 고사를 치다.', '2급']","['课', '/zh/entry?entryID=c_3ff6b7e4a979', '[kè]', '수업. 강의.', '2급']","['可能', '/zh/entry?entryID=c_3ff6b9e5a578', '[kěnéng]', '가능하다.', '2급']","['可以', '/zh/entry?entryID=c_3ff6b9e1ab7a', '[kěyǐ]', '…할 수 있다. 가능하다. [가능이나 능력을 나타냄]', '2급']","['快', '/zh/entry?entryID=c_3ff7b8eeab87', '[kuài]', '빠르다.', '2급']"
11,"['快乐', '/zh/entry?entryID=c_3ff7b9e5ae82', '[kuàilè]', '즐겁다. 행복하다. 유쾌하다.', '2급']","['累', '/zh/entry?entryID=c_3ff5bbe0aa79', '[lèi]', '지치다. 피곤하다.', '2급']","['离', '/zh/entry?entryID=c_3ff5b9e1a977', '[lí]', '…에서. …로부터. …까지.', '2급']","['两', '/zh/entry?entryID=c_3ff2b7e3ae79', '[liǎng]', '둘. [주로 짝을 이루는 사물·양사·‘半(bàn)·千(qiān)·万(wàn)...', '2급']","['零', '/zh/entry?entryID=c_3ff3b9e4a473', '[líng]', '영. 제로(zero).', '2급']","['路', '/zh/entry?entryID=c_3ff0b9e2a973', '[lù]', '길. 도로.', '2급']","['旅游', '/zh/entry?entryID=c_3ff0b7e7a976', '[lǚyóu]', '여행하다. 관광하다.', '2급']","['卖', '/zh/entry?entryID=c_3ff1b6efad82', '[mài]', '팔다. 판매하다.', '2급']","['慢', '/zh/entry?entryID=c_3ffebfe4a484', '[màn]', '느리다.', '2급']","['忙', '/zh/entry?entryID=c_3ffebfeea892', '[máng]', '바쁘다. 틈이 없다.', '2급']","['每', '/zh/entry?entryID=c_3ffeb9e2af87', '[měi]', '매. 각. …마다. 모두.', '2급']","['妹妹', '/zh/entry?entryID=c_3ffeb6e3aa80', '[mèimei]', '(가족이나 친척 중 자기보다 나이가 어린) 여동생.', '2급']","['门', '/zh/entry?entryID=c_3ffeb6efa587', '[mén]', '(출)입구. 현관. 문.', '2급']","['面条(儿)', '/zh/entry?entryID=c_3fffb8e2ae86', '[miàntiáo(r)]', '국수.', '2급']","['男', '/zh/entry?entryID=c_3ef7bce2ac7f', '[nán]', '남자. 사내. 남성.', '2급']","['您', '/zh/entry?entryID=c_3ef4bdeead8a', '[nín]', '당신. 선생님. 귀하. [2인칭 대명사 ‘你’의 존칭]', '2급']","['牛奶', '/zh/entry?entryID=c_3ef4bbe5ae80', '[niúnǎi]', '우유. 쇠젖.', '2급']","['女', '/zh/entry?entryID=c_3ef4b6e7a877', '[nǚ]', '여자. 여성.', '2급']","['旁边(儿)', '/zh/entry?entryID=c_3ef5bbe3a97a', '[pángbiān(r)]', '옆. 곁. 근처. 부근.', '2급']","['跑步', '/zh/entry?entryID=c_3ef5b8e1ac78', '[pǎobù]', '달리다. 구보하다.', '2급']"
12,"['便宜', '/zh/entry?entryID=c_3ef2bbe0a873', '[piányi]', '(값이) 싸다. 헐하다.', '2급']","['票', '/zh/entry?entryID=c_3ef2b9e4a471', '[piào]', '표. 티켓(ticket). 증서. 증명서. 어음. 수표. 주식. 유가 증권.', '2급']","['千', '/zh/entry?entryID=c_3ef0b8e5ac77', '[qiān]', '1,000. 천.', '2급']","['铅笔', '/zh/entry?entryID=c_3ef0b9efab81', '[qiānbǐ]', '연필.', '2급']","['起床', '/zh/entry?entryID=c_3ef0bfefaf8b', '[qǐchuáng]', '(잠자리에서) 일어나다.', '2급']","['晴', '/zh/entry?entryID=c_3efebbe3ac86', '[qíng]', '하늘이 맑다.', '2급']","['妻子', '/zh/entry?entryID=c_3ef3b9e7a97a', '[qīzi]', '아내.', '2급']","['去年', '/zh/entry?entryID=c_3effbce5a987', '[qùnián]', '작년.', '2급']","['让', '/zh/entry?entryID=c_3effb9e0a57b', '[ràng]', '사양하다. 양보하다.', '2급']","['日', '/zh/entry?entryID=c_3df6bae4ab7c', '[rì]', '태양. 해.', '2급']","['上班(儿)', '/zh/entry?entryID=c_3df4b6e3af79', '[shàngbān(r)]', '출근하다.', '2급']","['生病', '/zh/entry?entryID=c_3df2bfe2ae7e', '[shēngbìng]', '병이 나다. 발병하다. 병에 걸리다.', '2급']","['生日', '/zh/entry?entryID=c_3df2bce0ab76', '[shēngrì]', '생일.', '2급']","['身体', '/zh/entry?entryID=c_3df5b9e6ab7c', '[shēntǐ]', '몸. 신체.', '2급']","['时间', '/zh/entry?entryID=c_3df3bfefaa88', '[shíjiān]', '시간.', '2급']","['事情', '/zh/entry?entryID=c_3df3b9e0a972', '[shìqing]', '일. 사건.', '2급']","['手表', '/zh/entry?entryID=c_3df0bce2ac77', '[shǒubiǎo]', '손목시계.', '2급']","['手机', '/zh/entry?entryID=c_3df0bceea47b', '[shǒujī]', '휴대폰. 휴대 전화기.', '2급']","['说话', '/zh/entry?entryID=c_3dfebfeeaf97', '[shuōhuà]', '말하다. 이야기하다.', '2급']","['送', '/zh/entry?entryID=c_3dfeb7e2a579', '[sòng]', '배웅하다. 전송하다. 데려다 주다.', '2급']"
13,"['虽然', '/zh/entry?entryID=c_3dffbae7aa87', '[suīrán]', '비록 …하지만〔일지라도〕. 설령 …일지라도.', '2급']","['所以', '/zh/entry?entryID=c_3dffb8e0af83', '[suǒyǐ]', '그래서. 그러므로. 그런 까닭에. 때문에. [보통 ‘因为〔由于〕…, 所以…’...', '2급']","['它', '/zh/entry?entryID=c_3dffb9e1ad83', '[tā]', '그. 저. 그것. 저것. [사람 이외의 것을 가리킴]', '2급']","['题', '/zh/entry?entryID=c_3cf7bce6ac81', '[tí]', '제목.', '2급']","['跳舞', '/zh/entry?entryID=c_3cf4bee2ac7c', '[tiàowǔ]', '춤을 추다.', '2급']","['踢足球', '/zh/entry?entryID=c_3cf8bbe6ac0d8e', '[tīzúqiú]', '축구를 하다.', '2급']","['外', '/zh/entry?entryID=c_3cf2bde4ac7b', '[wài]', '겉. 밖. 바깥.', '2급']","['完', '/zh/entry?entryID=c_3cf2b8e6a975', '[wán]', '다 소모하다. 다하다. 없어지다. 다 떨어지다.', '2급']","['玩', '/zh/entry?entryID=c_3cf2b8e2af77', '[wán]', '(손에 가지고) 놀다. 장난하다.', '2급']","['往', '/zh/entry?entryID=c_3cf3bee1a472', '[wǎng]', '(…로) 향하다.', '2급']","['晚上', '/zh/entry?entryID=c_3cf2b9efa97f', '[wǎnshang]', '저녁. [17시〜20시]', '2급']","['为什么', '/zh/entry?entryID=c_3cf3b9e3a46f', '[wèishénme]', '왜. 무엇 때문에. 어째서. [원인이나 목적을 묻는 데 쓰임]', '2급']","['问', '/zh/entry?entryID=c_3cf0bce7ad7c', '[wèn]', '묻다. 질문하다.', '2급']","['问题', '/zh/entry?entryID=c_3cf0bce5aa77', '[wèntí]', '(해답·해석 등을 요구하는) 문제.', '2급']","['洗', '/zh/entry?entryID=c_3cf1b9efa87d', '[xǐ]', '씻다. 빨다.', '2급']","['笑', '/zh/entry?entryID=c_33f6bae3ab71', '[xiào]', '웃다. 웃음을 짓다.', '2급']","['小时', '/zh/entry?entryID=c_33f6bce3ad75', '[xiǎoshí]', '시간. [시간 단위]', '2급']","['西瓜', '/zh/entry?entryID=c_3cf1bde0ab75', '[xīguā]', '수박.', '2급']","['新', '/zh/entry?entryID=c_33f7bfe2ac77', '[xīn]', '새롭다.', '2급']","['姓', '/zh/entry?entryID=c_33f7b6e4a86c', '[xìng]', '성. 성씨.', '2급']"
14,"['休息', '/zh/entry?entryID=c_33f4bee3a870', '[xiūxi]', '휴식〔휴양〕하다. 휴식을 취하다. 쉬다.', '2급']","['希望', '/zh/entry?entryID=c_3cf1bae0ae75', '[xīwàng]', '희망. 소망. 원망. 바람. 소원.', '2급']","['雪', '/zh/entry?entryID=c_33f4b7e6a468', '[xuě]', '눈.', '2급']","['羊肉', '/zh/entry?entryID=c_33f2bae0ab6a', '[yángròu]', '양고기.', '2급']","['眼睛', '/zh/entry?entryID=c_33f2bfe3ab72', '[yǎnjing]', '눈.', '2급']","['颜色', '/zh/entry?entryID=c_33f2bee3ab71', '[yánsè]', '색. 색깔.', '2급']","['药', '/zh/entry?entryID=c_33f2b7e1ab68', '[yào]', '약. 약물.', '2급']","['要', '/zh/entry?entryID=c_33f3bee4ab73', '[yào]', '얻기〔가지기〕를 희망하다. 가지다. 소유하다.', '2급']","['也', '/zh/entry?entryID=c_33f3bfe3aa72', '[yě]', '…도. [하나만 쓰여 같음을 나타냄]', '2급']","['已经', '/zh/entry?entryID=c_33f0bde7a46b', '[yǐjīng]', '이미. 벌써.', '2급']","['阴', '/zh/entry?entryID=c_33f0b7e6ab6b', '[yīn]', '흐리다. 음하다.', '2급']","['因为', '/zh/entry?entryID=c_33f0b7e7a96a', '[yīnwèi]', '왜냐하면. [일반적으로 앞 단구에 쓰이며, 늘 ‘所以(suǒyǐ)’와 호응하...', '2급']","['一起', '/zh/entry?entryID=c_33f3b8e0ab69', '[yìqǐ]', '같이. 더불어. 함께.', '2급']","['意思', '/zh/entry?entryID=c_33f0b6e7ad6d', '[yìsi]', '의미. 뜻.', '2급']","['一下(儿)', '/zh/entry?entryID=c_33f3b6e6ac6e', '[yíxià(r)]', '단시간에. 갑자기.', '2급']","['右边(儿)', '/zh/entry?entryID=c_33feb7e7aa79', '[yòubian(r)]', '오른쪽. 우측(右側).', '2급']","['游泳', '/zh/entry?entryID=c_33febbeea983', '[yóuyǒng]', '수영하다. 헤엄치다.', '2급']","['鱼', '/zh/entry?entryID=c_33ffbfe7ae86', '[yú]', '물고기.', '2급']","['远', '/zh/entry?entryID=c_32f6bce7a873', '[yuǎn]', '(공간적·시간적으로) 멀다.', '2급']","['运动', '/zh/entry?entryID=c_32f6b9e6ae75', '[yùndòng]', '(물체의) 운동.', '2급']"
15,"['再', '/zh/entry?entryID=c_32febde4ab7c', '[zài]', '재차. 또. [같은 동작·행위의 중복이나 계속을 나타내며, 주로 아직 실현되...', '2급']","['早上', '/zh/entry?entryID=c_32f7bce2ab72', '[zǎoshang]', '아침.', '2급']","['丈夫', '/zh/entry?entryID=c_32f4bfefab7f', '[zhàngfu]', '남편.', '2급']","['找', '/zh/entry?entryID=c_32f4bde1aa6e', '[zhǎo]', '찾다. 구하다. 물색하다.', '2급']","['着', '/zh/entry?entryID=c_32f4b8e0a462', '[zhe]', '…하고 있다. …하고 있는 중이다. [동사 뒤에 쓰여 동작이 진행되고 있음을...', '2급']","['真', '/zh/entry?entryID=c_32f4b9e0a867', '[zhēn]', '확실히. 진정으로. 참으로. 진실로. 실제로.', '2급']","['正在', '/zh/entry?entryID=c_32f5bde0ac70', '[zhèngzài]', '지금〔한창〕 …하고 있다. [동작이나 행위가 진행 중임을 나타냄]', '2급']","['知道', '/zh/entry?entryID=c_32f5b8e5a569', '[zhīdào]', '알다. 이해하다.', '2급']","['准备', '/zh/entry?entryID=c_32f0bde0ac6b', '[zhǔnbèi]', '준비하다.', '2급']","['走', '/zh/entry?entryID=c_32f1bde3ae71', '[zǒu]', '걷다.', '2급']","['最', '/zh/entry?entryID=c_32f1b8e0aa65', '[zuì]', '가장. 제일. 아주. 매우.', '2급']","['左边(儿)', '/zh/entry?entryID=c_32f1b6e6aa69', '[zuǒbian(r)]', '좌(측). 왼쪽. 왼편.', '2급']",,,,,,,,
16,"['啊', '/zh/entry?entryID=c_30fb2b', '[a]', '문장 끝에 쓰여 긍정을 나타냄.', '3급']","['矮', '/zh/entry?entryID=c_36fcb0e2', '[ǎi]', '(사람의 키가) 작다.', '3급']","['爱好', '/zh/entry?entryID=c_35fab6e5', '[àihào]', '애호하다. …하기를 즐기다.', '3급']","['安静', '/zh/entry?entryID=c_35f3b5dd', '[ānjìng]', '조용하다. 잠잠하다. 고요하다. 적막하다.', '3급']","['阿姨', '/zh/entry?entryID=c_31fa2b', '[āyí]', '아주머니. 아줌마.', '3급']","['把', '/zh/entry?entryID=c_3ffcb1ec', '[bǎ]', '…으로. …을〔를〕 가지고.', '3급']","['班', '/zh/entry?entryID=c_38f1bde0c6', '[bān]', '조. 그룹. 반.', '3급']","['搬', '/zh/entry?entryID=c_38f1bbe6ca', '[bān]', '(비교적 크거나 무거운 것을) 옮기다. 운반하다.', '3급']","['半', '/zh/entry?entryID=c_38f2b5e7c6', '[bàn]', '절반. 2분의 1.', '3급']","['办法', '/zh/entry?entryID=c_38f2baecd0', '[bànfǎ]', '방법. 수단. 방식. 조치. 방책. 술책.', '3급']","['帮忙(儿)', '/zh/entry?entryID=c_38fcbbeddc', '[bāngmáng(r)]', '일(손)을 돕다. 도움을 주다. 원조하다. 거들어 주다. 가세하다.', '3급']","['办公室', '/zh/entry?entryID=c_38f2bbe0c5', '[bàngōngshì]', '사무실. 오피스(office).', '3급']","['包', '/zh/entry?entryID=c_38fdbae2d1', '[bāo]', '(종이나 베 혹은 기타 얇은 것으로) 싸다. 싸매다.', '3급']","['饱', '/zh/entry?entryID=c_3bf4b5ecd0', '[bǎo]', '배부르다.', '3급']","['被', '/zh/entry?entryID=c_3bfcbbe4d6', '[bèi]', '덮다.', '3급']","['北方', '/zh/entry?entryID=c_3bf2bbe0c8', '[běifāng]', '북방. 북쪽.', '3급']","['变化', '/zh/entry?entryID=c_3afdbfe4da', '[biànhuà]', '변화하다. 달라지다.', '3급']","['别人', '/zh/entry?entryID=c_3df7bfe1d4', '[biérén]', '(일반적인) 남. 타인.', '3급']","['比较', '/zh/entry?entryID=c_3af6baecd6', '[bǐjiào]', '비교하다.', '3급']","['笔记本', '/zh/entry?entryID=c_3af7b9e3cd', '[bǐjìběn]', '노트. 수첩. 비망록.', '3급']"
17,"['冰箱', '/zh/entry?entryID=c_3df1bce0ca', '[bīngxiāng]', '아이스박스.', '3급']","['比赛', '/zh/entry?entryID=c_3af6b5e2c7', '[bǐsài]', '경기. 시합.', '3급']","['必须', '/zh/entry?entryID=c_3af0b8ecce', '[bìxū]', '반드시 …해야 한다. 꼭 …해야 한다. 기필코 …해야 한다.', '3급']","['鼻子', '/zh/entry?entryID=c_3af6bfeddc', '[bízi]', '코.', '3급']","['不但', '/zh/entry?entryID=c_3cf7bee3d4', '[búdàn]', '…뿐만 아니라. [일반적으로 ‘而且(érqiě)’·‘并且(bìngqiě)’·...', '3급']","['才', '/zh/entry?entryID=c_3ff5bfe0d3', '[cái]', '재능. 재주. 자질. 능력.', '3급']","['菜单(儿)', '/zh/entry?entryID=c_3ff7b5ecd7', '[càidān(r)]', '메뉴. 식단. 차림표.', '3급']","['参加', '/zh/entry?entryID=c_3ff0bbe2cc', '[cānjiā]', '(어떤 조직이나 활동에) 참가하다. 가입하다. 참여하다. 참석하다.', '3급']","['草', '/zh/entry?entryID=c_3ffcb5e6d6', '[cǎo]', '풀. [재배 식물을 제외한 초본 식물의 총칭]', '3급']","['层', '/zh/entry?entryID=c_3ef5bde3d3', '[céng]', '층. [중첩된 것]', '3급']","['差', '/zh/entry?entryID=c_3ef0bfe1ce', '[chà]', '나쁘다. 표준에 못 미치다. 좋지 않다.', '3급']","['超市', '/zh/entry?entryID=c_31f6b5e6c2', '[chāoshì]', '超级市场(슈퍼마켓)의 약칭.', '3급']","['成绩', '/zh/entry?entryID=c_31fdb5e5c8', '[chéngjì]', '(일·학업상의) 성적. 성과. 수확.', '3급']","['城市', '/zh/entry?entryID=c_30f6b8e3c1', '[chéngshì]', '도시.', '3급']","['衬衫', '/zh/entry?entryID=c_31fcbfe7d3', '[chènshān]', '와이셔츠. 셔츠. 블라우스.', '3급']","['迟到', '/zh/entry?entryID=c_30f2bae0bc', '[chídào]', '지각하다.', '3급']","['船', '/zh/entry?entryID=c_3af7bfeeaf8d', '[chuán]', '배. 선박.', '3급']","['除了', '/zh/entry?entryID=c_3af6b9efae86', '[chúle]', '…을〔를〕 제외하고(는).', '3급']","['春', '/zh/entry?entryID=c_3af7bbefac87', '[chūn]', '봄. 봄철. 춘계.', '3급']","['词典', '/zh/entry?entryID=c_3af7b6e3ab75', '[cídiǎn]', '사전.', '3급']"
18,"['聪明', '/zh/entry?entryID=c_3af4bfe1a472', '[cōngming]', '똑똑하다. 총명하다. 영리하다. 영민하다.', '3급']","['带', '/zh/entry?entryID=c_3af2bfeea57e', '[dài]', '띠. 벨트. 끈. 밴드. 테이프. 리본.', '3급']","['蛋糕', '/zh/entry?entryID=c_3af2b8eead7f', '[dàngāo]', '케이크. 카스텔라.', '3급']","['当然', '/zh/entry?entryID=c_3af2b9e0a86d', '[dāngrán]', '당연하다. 물론이다.', '3급']","['担心', '/zh/entry?entryID=c_3af2bde0ac75', '[dānxīn]', '염려하다. 걱정하다.', '3급']","['打扫', '/zh/entry?entryID=c_3af5bce2a976', '[dǎsǎo]', '청소하다. 소제하다. 깨끗이 정리〔처리〕하다.', '3급']","['打算', '/zh/entry?entryID=c_3af5bce0ac77', '[dǎsuàn]', '…할 생각이다〔작정이다〕. …하려고 하다. 계획하다. 고려하다.', '3급']","['地', '/zh/entry?entryID=c_3af3bae0ab72', '[de]', '관형어로 쓰이는 단어나 구 뒤에 쓰여, 그 단어나 구가 동사 또는 형용사와 ...', '3급']","['灯', '/zh/entry?entryID=c_3af3bbe7af7e', '[dēng]', '등. 등롱. 램프. 라이트. 랜턴.', '3급']","['电梯', '/zh/entry?entryID=c_3af0b9e3a56b', '[diàntī]', '엘리베이터.', '3급']","['电子邮件', '/zh/entry?entryID=c_3af0b6e5a469', '[diànzǐyóujiàn]', '전자 우편. 이메일.', '3급']","['地方', '/zh/entry?entryID=c_3af0beeeaf85', '[dìfang]', '부분. 점.', '3급']","['地铁', '/zh/entry?entryID=c_3af0bfeeaa81', '[dìtiě]', '지하철(도를 운행하는 열차).', '3급']","['地图', '/zh/entry?entryID=c_3af0bce7ac79', '[dìtú]', '지도.', '3급']","['东', '/zh/entry?entryID=c_3af1b8e3a86e', '[dōng]', '동쪽. 동녘. 동편. 동방.', '3급']","['冬', '/zh/entry?entryID=c_3af1b9e5a972', '[dōng]', '겨울. 겨울철. 동계.', '3급']","['动物', '/zh/entry?entryID=c_3af1b6e2a467', '[dòngwù]', '동물.', '3급']","['短', '/zh/entry?entryID=c_3afebbe3ae84', '[duǎn]', '(공간적 거리가) 짧다.', '3급']","['段', '/zh/entry?entryID=c_3afeb8e6a57b', '[duàn]', '단락. 토막. [사물의 한 부분을 나타냄]', '3급']","['锻炼', '/zh/entry?entryID=c_3afeb9e6a87f', '[duànliàn]', '단조하다. 제련하다.', '3급']"
19,"['多么', '/zh/entry?entryID=c_3affbee6ab88', '[duōme]', '얼마나. [감탄문에서 정도가 심함을 나타냄]', '3급']","['饿', '/zh/entry?entryID=c_3affbde1a47b', '[è]', '배고프다.', '3급']","['耳朵', '/zh/entry?entryID=c_3affbbe5a881', '[ěrduo]', '귀.', '3급']","['而且', '/zh/entry?entryID=c_3affbaeea889', '[érqiě]', '게다가. 뿐만 아니라. 또한. [앞에 ‘不但(bùdàn)’이나 ‘不仅(bùj...', '3급']","['发', '/zh/entry?entryID=c_3affb9e6a880', '[fā]', '보내다. 건네주다. 교부하다. 발급하다. 부치다. 발송하다. 치다. 내주다.', '3급']","['放', '/zh/entry?entryID=c_39f6b7eeab7f', '[fàng]', '(자유롭게) 놓아주다. 풀어 주다. 석방하다.', '3급']","['方便', '/zh/entry?entryID=c_39f6b9e7ab7a', '[fāngbiàn]', '편리하다.', '3급']","['放心', '/zh/entry?entryID=c_39f7bfe6ad82', '[fàngxīn]', '마음을 놓다. 안심하다.', '3급']","['发烧', '/zh/entry?entryID=c_3affb6eea986', '[fāshāo]', '열이 나다.', '3급']","['发现', '/zh/entry?entryID=c_3affb7e5a97e', '[fāxiàn]', '발견하다. 알아차리다.', '3급']","['分', '/zh/entry?entryID=c_39f7bbe4ae7d', '[fēn]', '나누다. 가르다. 분류하다. 분리하다. 구분하다.', '3급']","['附近', '/zh/entry?entryID=c_39f5bee0a470', '[fùjìn]', '가까운. 인접한.', '3급']","['复习', '/zh/entry?entryID=c_39f5bce7ab7c', '[fùxí]', '복습하다.', '3급']","['刚才', '/zh/entry?entryID=c_39f2bee4ad7a', '[gāngcái]', '지금 막. 방금. 막. 이제 금방. 방금 전.', '3급']","['干净', '/zh/entry?entryID=c_39f5b8e3ae77', '[gānjìng]', '깨끗하다. 청결하다. 말끔하다.', '3급']","['感冒', '/zh/entry?entryID=c_39f5b7e5a872', '[gǎnmào]', '감기.', '3급']","['感兴趣', '/zh/entry?entryID=c_3cf8b9e8af078b', '[gǎnxìngqù]', '관심이 있다, 흥미가 있다, 좋아하다', '3급']","['跟', '/zh/entry?entryID=c_39f3bee6af7f', '[gēn]', '(～儿) 발뒤꿈치. (구두) 굽. 뒷굽. 양말 뒤축.', '3급']","['更', '/zh/entry?entryID=c_39f3bfe4af7e', '[gèng]', '더욱. 더. 훨씬. 한층 더. 가일층. 더군다나. 보다 더.', '3급']","['根据', '/zh/entry?entryID=c_39f2b7eeaf7f', '[gēnjù]', '…에 의거하여. [동작 행위의 근거를 이끌어들임]', '3급']"
20,"['个子', '/zh/entry?entryID=c_39f2b6eeaa79', '[gèzi]', '(사람의) 키. 체격.', '3급']","['公斤', '/zh/entry?entryID=c_39f3bde0ae77', '[gōngjīn]', '킬로그램(kg).', '3급']","['公园', '/zh/entry?entryID=c_39f3bae0af75', '[gōngyuán]', '공원.', '3급']","['刮风', '/zh/entry?entryID=c_39f0b8e7af77', '[guāfēng]', '바람이 불다.', '3급']","['关', '/zh/entry?entryID=c_39f0b6e7af75', '[guān]', '닫다. 덮다.', '3급']","['关系', '/zh/entry?entryID=c_39f0b6e2ad6e', '[guānxì]', '(사람과 사람 또는 사물 사이의) 관계. 연줄.', '3급']","['关心', '/zh/entry?entryID=c_39f0b6e2ab6c', '[guānxīn]', '(사람 또는 사물에 대해) 관심을 갖다. 관심을 기울이다.', '3급']","['关于', '/zh/entry?entryID=c_39f0b6e2a566', '[guānyú]', '…에 관해서〔관하여〕. [어떤 행위의 관계자를 이끌어들여 개사 구조를 이루어...', '3급']","['过', '/zh/entry?entryID=c_39f1b7e0aa6b', '[guò]', '가다. 건너다. (지점을) 지나다. 경과하다.', '3급']","['国家', '/zh/entry?entryID=c_39f1b6e6a96f', '[guójiā]', '국가. 나라.', '3급']","['过去', '/zh/entry?entryID=c_39febee1aa80', '[guòqù]', '지나가다. [화자나 서술 대상이 있는 시점이나 지점을 거쳐 지나감을 나타냄]', '3급']","['故事', '/zh/entry?entryID=c_39f0bae0a96c', '[gùshi]', '이야기. 옛날 이야기.', '3급']","['害怕', '/zh/entry?entryID=c_39febde1aa7f', '[hàipà]', '겁내다. 두려워하다. 무서워하다.', '3급']","['还是', '/zh/entry?entryID=c_39febfe1a87f', '[háishi]', '여전히. 아직도. 변함없이. 원래대로. 그래도. 끝내. 역시. [동작이나 상...', '3급']","['黑板', '/zh/entry?entryID=c_39ffbbefa486', '[hēibǎn]', '칠판.', '3급']","['后来', '/zh/entry?entryID=c_38f6bde7ab7d', '[hòulái]', '그 후. 그 뒤. 그 다음.', '3급']","['花', '/zh/entry?entryID=c_38f6b6e1a56a', '[huā]', '(～儿) 꽃.', '3급']","['画', '/zh/entry?entryID=c_38f7bce0ae79', '[huà]', '(그림을) 그리다.', '3급']","['坏', '/zh/entry?entryID=c_38f7bae6a574', '[huài]', '나쁘다.', '3급']","['还', '/zh/entry?entryID=c_38f7baefac84', '[huán]', '돌아가다. 돌아오다. (원상태로) 되돌아가다. 환원하다.', '3급']"
21,"['换', '/zh/entry?entryID=c_38f7b8e2af78', '[huàn]', '교환하다.', '3급']","['黄河', '/zh/entry?entryID=c_38f7b6e2a86f', '[Huánghé]', '황허(黄河).', '3급']","['环境', '/zh/entry?entryID=c_38f7bbe4ac7a', '[huánjìng]', '환경.', '3급']","['欢迎', '/zh/entry?entryID=c_38f7bae0a871', '[huānyíng]', '환영하다. 기쁘게 맞이하다〔영접하다〕.', '3급']","['回答', '/zh/entry?entryID=c_38f4bfe1ae7a', '[huídá]', '대답하다. 회답하다. 응답하다.', '3급']","['会议', '/zh/entry?entryID=c_38f4bae3ac75', '[huìyì]', '회의. [여럿이 모여 의논함. 또는 그런 모임]', '3급']","['或者', '/zh/entry?entryID=c_38f5bee5ad7d', '[huòzhě]', '아마. 어쩌면. 혹시(…인지 모른다).', '3급']","['护照', '/zh/entry?entryID=c_38f6b6e4a56d', '[hùzhào]', '여권.', '3급']","['极', '/zh/entry?entryID=c_38f5b8eead80', '[jí]', '정점. 절정. 최고점. 꼭대기. 끝.', '3급']","['检查', '/zh/entry?entryID=c_38f3bfe2ac78', '[jiǎnchá]', '검사하다. 점검하다. 조사하다.', '3급']","['简单', '/zh/entry?entryID=c_38f3bce1a46c', '[jiǎndān]', '간단하다. 단순하다.', '3급']","['讲', '/zh/entry?entryID=c_38f3b9e4a46c', '[jiǎng]', '말하다. 이야기하다. 평론하다.', '3급']","['健康', '/zh/entry?entryID=c_38f3bbe4a56f', '[jiànkāng]', '건강하다.', '3급']","['见面', '/zh/entry?entryID=c_38f3bdefab82', '[jiànmiàn]', '만나다. 대면하다.', '3급']","['教', '/zh/entry?entryID=c_38f0bfe2ad76', '[jiāo]', '(지식 또는 기술을) 전수하다. 가르치다.', '3급']","['角', '/zh/entry?entryID=c_38f0bce5aa73', '[jiǎo]', '(짐승의) 뿔.', '3급']","['脚', '/zh/entry?entryID=c_38f0bde5af79', '[jiǎo]', '발.', '3급']","['记得', '/zh/entry?entryID=c_38f2bfe7af7f', '[jìde]', '기억하고 있다. 잊지 않고 있다.', '3급']","['接', '/zh/entry?entryID=c_38f0b8e6a46a', '[jiē]', '잇다. 이어지다. 연결하다. 연결되다.', '3급']","['借', '/zh/entry?entryID=c_38f1bfefae85', '[jiè]', '빌리다.', '3급']"
